prime,trace
5881,-27
5897,-17
5903,84
5923,128
5927,-23
5939,-66
5953,146
5981,-14
5987,-144
6007,-31
6011,-85
6029,-135
6037,-31
6043,142
6047,-71
6053,77
6067,60
6073,75
6079,13
6089,-132
6091,125
6101,101
6113,82
6121,-2
6131,-107
6133,-54
6143,10
6151,6
6163,104
6173,95
6197,14
6199,21
6203,-10
6211,149
6217,14
6221,40
6229,74
6247,-3
6257,-152
6263,80
6269,-18
6271,112
6277,78
6287,-56
6299,152
6301,29
6311,102
6317,-69
6323,-6
6329,48
6337,-56
6343,117
6353,0
6359,-63
6361,-134
6367,122
6373,123
6379,-91
6389,78
6397,88
6421,-88
6427,36
6449,-15
6451,-16
6469,46
6473,53
6481,121
6491,-8
6521,-32
6529,-122
6547,23
6551,48
6553,26
6563,63
6569,-98
6571,-11
6577,-1
6581,142
6599,42
6607,103
6619,-64
6637,28
6653,-62
6659,0
6661,-28
6673,-2
6679,110
6689,24
6691,109
6701,-96
6703,29
6709,151
6719,-1
6733,-133
6737,101
6761,-102
6763,79
6779,-150
6781,-20
6791,75
6793,44
6803,72
6823,-61
6827,-108
6829,-152
6833,30
6841,-20
6857,22
6863,-69
6869,164
6871,116
6883,103
6899,107
6907,95
6911,46
6917,130
6947,108
6949,-8
6959,8
6961,97
6967,-102
6971,32
6977,-137
6983,-68
6991,-8
6997,96
7001,-132
7013,-27
7019,-114
7027,112
7039,-2
7043,-97
7057,-124
7069,-58
7079,-150
7103,-168
7109,-60
7121,57
7127,139
7129,90
7151,132
7159,52
7177,32
7187,42
7193,59
7207,112
7211,64
7213,-21
7219,-159
7229,-24
7237,-157
7243,64
7247,68
7253,-18
7283,96
7297,124
7307,26
7309,130
7321,154
7331,25
7333,138
7349,14
7351,-78
7369,67
7393,-142
7411,-82
7417,96
7433,70
7451,-59
7457,3
7459,-8
7477,102
7481,18
7487,147
7489,-68
7499,108
7507,136
7517,54
7523,108
7529,126
7537,-58
7541,-67
7547,55
7549,-70
7559,-56
7561,-27
7573,100
7577,34
7583,96
7589,61
7591,152
7603,44
7607,6
7621,-70
7639,-20
7643,-60
7649,62
7669,-31
7673,102
7681,-62
7687,98
7691,-127
7699,-122
7703,6
7717,138
7723,84
7727,84
7741,161
7753,-83
7757,25
7759,40
7789,16
7793,-94
7817,106
7823,12
7829,94
7841,120
7853,133
7867,92
7873,-125
7877,-70
7879,-95
7883,36
7901,71
7907,57
7919,108
7927,89
7933,-170
7937,-40
7949,126
7951,4
7963,52
7993,16
8009,-36
8011,34
8017,-136
8039,9
8053,122
8059,-149
8069,56
8081,3
8087,152
8089,-30
8093,-23
8101,-163
8111,-26
8117,-4
8123,126
8147,12
8161,136
8167,-43
8171,3
8179,-82
8191,70
8209,-2
8219,168
8221,-98
8231,-31
8233,154
8237,-118
8243,120
8263,32
8269,-60
8273,-154
8287,105
8291,-88
8293,44
8297,-62
8311,-2
8317,-134
8329,38
8353,-34
8363,135
8369,-18
8377,-63
8387,54
8389,106
8419,24
8423,108
8429,-174
8431,82
8443,59
8447,22
8461,-68
8467,73
8501,-13
8513,-78
8521,-174
8527,53
8537,66
8539,80
8543,-32
8563,124
8573,-43
8581,-101
8597,47
8599,-40
8609,108
8623,-2
8627,-102
8629,149
8641,74
8647,98
8663,-96
8669,7
8677,-116
8681,156
8689,-34
8693,-135
8699,-88
8707,76
8713,106
8719,-78
8731,124
8737,-98
8741,-50
8747,-22
8753,50
8761,137
8779,-1
8783,32
8803,87
8807,-117
8819,35
8821,-89
8831,-30
8837,-89
8839,-75
8849,-4
8861,66
8863,-152
8867,103
8887,47
8893,-64
8923,-171
8929,19
8933,36
8941,-21
8951,-115
8963,-166
8969,-60
8971,173
8999,54
9001,145
9007,37
9011,-160
9013,74
9029,14
9041,27
9043,-32
9049,49
9059,92
9067,-43
9091,-178
9103,8
9109,-42
9127,108
9133,-50
9137,-118
9151,60
9157,120
9161,-38
9173,36
9181,-172
9187,132
9199,-34
9203,-70
9209,110
9221,11
9227,-132
9239,94
9241,118
9257,-25
9277,-45
9281,187
9283,-86
9293,-75
9311,-94
9319,42
9323,40
9337,-150
9341,-114
9343,-79
9349,29
9371,132
9377,114
9391,-30
9397,2
9403,-175
9413,-70
9419,99
9421,-110
9431,-167
9433,162
9437,-78
9439,15
9461,-114
9463,-42
9467,96
9473,106
9479,-88
9491,14
9497,128
9511,-152
9521,-95
9533,-2
9539,-40
9547,-181
9551,-26
9587,44
9601,190
9613,-89
9619,-124
9623,150
9629,-30
9631,11
9643,-9
9649,52
9661,-90
9677,72
9679,-113
9689,-102
9697,-122
9719,-84
9721,97
9733,-14
9739,-4
9743,1
9749,13
9767,-121
9769,114
9781,-2
9787,90
9791,-102
9803,-76
9811,-9
9817,17
9829,15
9833,-88
9839,120
9851,152
9857,-169
9859,52
9871,-112
9883,33
9887,53
9901,-20
9907,104
9923,36
9929,105
9931,0
9941,120
9949,-6
9967,120
9973,-14
10007,-189
10009,191
10037,55
10039,-104
10061,78
10067,-134
10069,-29
10079,-117
10091,-12
10093,182
10099,56
10103,-41
10111,122
10133,-6
10139,3
10141,-35
10151,130
10159,-44
10163,-20
10169,112
10177,-78
10181,59
10193,-40
10211,18
10223,6
10243,74
10247,-125
10253,-23
10259,-108
10267,96
10271,19
10273,-151
10289,27
10301,198
10303,144
10313,115
10321,144
10331,15
10333,-119
10337,58
10343,-172
10357,-64
10369,-72
10391,162
10399,22
10427,7
10429,140
10433,157
10453,-128
10457,11
10459,-164
10463,132
10477,-4
10487,113
10499,-86
10501,-80
10513,144
10529,143
10531,-23
10559,185
10567,-128
10589,-144
10597,-170
10601,-172
10607,-18
10613,150
10627,143
10631,113
10639,-34
10651,-8
10657,103
10663,182
10667,142
10687,127
10691,-196
10709,-54
10711,132
10723,28
10729,-157
10733,-168
10739,132
10753,-68
10771,-125
10781,-194
10789,40
10799,-167
10831,-40
10837,96
10847,115
10853,-66
10859,0
10861,-20
10867,67
10883,59
10889,-3
10891,-17
10903,15
10909,1
10937,-78
10939,2
10949,-186
10957,-61
10973,69
10979,-24
10987,82
10993,-99
11003,177
11027,-159
11047,36
11057,-152
11059,141
11069,138
11071,-12
11083,-104
11087,172
11093,-102
11113,28
11117,-124
11119,-69
11131,32
11149,126
11159,98
11161,-70
11171,-60
11173,-122
11177,166
11197,138
11213,-180
11239,-30
11243,-114
11251,-34
11257,103
11261,165
11273,76
11279,-146
11287,-200
11299,-140
11311,62
11317,-24
11321,16
11329,136
11351,-30
11353,-152
11369,26
11383,121
11393,-21
11399,117
11411,36
11423,-109
11437,-10
11443,-1
11447,132
11467,159
11471,-120
11483,49
11489,-150
11491,-182
11497,-69
11503,191
11519,-4
11527,69
11549,68
11551,152
11579,-42
11587,86
11593,-70
11597,2
11617,-33
11621,38
11633,-42
11657,-94
11677,48
11681,52
11689,99
11699,13
11701,168
11717,5
11719,-94
11731,107
11743,91
11777,-122
11779,-169
11783,-39
11789,89
11801,170
11807,-87
11813,96
11821,11
11827,60
11831,-143
11833,-9
11839,89
11863,-14
11867,-1
11887,126
11897,113
11903,29
11909,166
11923,17
11927,-48
11933,-150
11939,128
11941,-100
11953,139
11959,-184
11969,-189
11971,179
11981,182
11987,-156
12007,29
12011,30
12037,67
12041,210
12043,154
12049,106
12071,183
12073,94
12097,134
12101,-160
12107,72
12109,-67
12113,36
12119,20
12143,-178
12149,-182
12157,30
12161,90
12163,-95
12197,-130
12203,-144
12211,-68
12227,-116
12239,-108
12241,63
12251,46
12253,118
12263,-93
12269,-12
12277,30
12281,123
12289,-94
12301,-82
12323,87
12329,24
12343,28
12347,-48
12373,-55
12377,170
12379,14
12391,8
12401,-177
12409,186
12413,19
12421,-6
12433,166
12437,-32
12451,-155
12457,-27
12473,180
12479,104
12487,128
12491,-142
12497,84
12503,153
12511,-149
12517,187
12527,78
12539,44
12541,168
12547,201
12553,-85
12569,16
12577,-9
12583,110
12589,-100
12601,144
12611,58
12613,-58
12619,80
12637,87
12641,78
12647,-115
12653,148
12659,134
12671,87
12689,182
12697,-202
12703,-61
12713,-42
12721,-130
12739,-210
12743,-66
12757,30
12763,74
12781,-70
12791,32
12799,-57
12809,-70
12821,214
12823,-74
12829,-112
12841,107
12853,122
12889,20
12893,154
12899,150
12907,154
12911,-96
12917,-87
12919,14
12923,41
12941,-160
12953,56
12959,-80
12967,60
12973,126
12979,-128
12983,-143
13001,165
13003,52
13007,186
13009,-151
13033,-133
13037,-146
13043,202
13049,-36
13063,-188
13093,128
13099,128
13103,-6
13109,-174
13121,-21
13127,123
13147,-55
13151,-157
13159,184
13163,0
13171,-183
13177,74
13183,-70
13187,-28
13217,-222
13219,-28
13229,-136
13241,-6
13249,-219
13259,6
13267,-122
13291,106
13297,-214
13309,-45
13313,-84
13327,-58
13331,-58
13337,-20
13339,28
13367,-168
13381,91
13397,-125
13399,-64
13411,107
13417,-216
13421,-92
13441,25
13451,-142
13457,-63
13463,59
13469,54
13477,212
13487,-177
13499,-163
13513,-12
13523,40
13537,8
13553,-114
13567,-50
13577,118
13591,211
13597,-202
13613,146
13619,-175
13627,112
13633,-10
13649,-60
13669,-34
13679,76
13681,-14
13687,-39
13691,-228
13693,-173
13697,65
13709,-30
13711,45
13721,174
13723,39
13729,148
13751,200
13757,-98
13759,63
13763,-64
13781,-210
13789,-233
13799,-36
13807,154
13829,94
13831,104
13841,78
13859,-108
13873,194
13877,-15
13879,-56
13883,180
13901,-102
13903,-124
13907,156
13913,6
13921,-120
13931,176
13933,-69
13963,-196
13967,153
13997,21
13999,179
14009,-85
14011,2
14029,192
14033,-30
14051,-205
14057,106
14071,76
14081,-105
14083,-79
14087,51
14107,55
14143,192
14149,85
14153,-38
14159,36
14173,-64
14177,28
14197,123
14207,-196
14221,24
14243,139
14249,162
14251,178
14281,-128
14293,26
14303,14
14321,-51
14323,126
14327,162
14341,100
14347,38
14369,-138
14387,197
14389,-65
14401,100
14407,82
14411,132
14419,82
14423,-11
14431,-140
14437,177
14447,129
14449,30
14461,82
14479,239
14489,17
14503,-18
14519,18
14533,76
14537,-141
14543,64
14549,-94
14551,107
14557,205
14561,-130
14563,-45
14591,66
14593,127
14621,76
14627,80
14629,171
14633,-114
14639,186
14653,-101
14657,-61
14669,6
14683,-60
14699,-161
14713,-62
14717,30
14723,39
14731,162
14737,101
14741,136
14747,-146
14753,42
14759,12
14767,125
14771,-122
14779,-151
14783,0
14797,-44
14813,86
14821,-88
14827,20
14831,8
14843,73
14851,195
14867,-148
14869,154
14879,68
14887,-50
14891,116
14897,-111
14923,123
14929,118
14939,51
14947,-191
14951,63
14957,-16
14969,-154
14983,172
15013,-125
15017,-163
15031,128
15053,-174
15061,-20
15073,61
15077,90
15083,-111
15091,-20
15101,0
15107,-159
15121,-95
15131,78
15137,-128
15139,-180
15149,-24
15161,-62
15173,10
15187,25
15193,114
15199,-28
15217,-149
15227,24
15233,-18
15241,-14
15259,132
15263,177
15269,120
15271,234
15277,38
15287,-2
15289,-75
15299,-74
15307,76
15313,-13
15319,-84
15329,168
15331,61
15349,16
15359,-97
15361,130
15373,-108
15377,-6
15383,-35
15391,139
15401,177
15413,-54
15427,-40
15439,-99
15443,81
15451,-152
15461,180
15467,176
15473,-46
15493,45
15497,-82
15511,154
15527,-32
15541,-160
15551,112
15559,172
15569,110
15581,-42
15583,210
15601,130
15607,-160
15619,-111
15629,-210
15641,179
15643,110
15647,162
15649,30
15661,-81
15667,86
15671,-164
15679,124
15683,-136
15727,-218
15731,60
15733,199
15737,-97
15739,38
15749,-161
15761,6
15767,-213
15773,-176
15787,34
15791,155
15797,-70
15803,-216
15809,-36
15817,47
15823,110
15859,-83
15877,127
15881,26
15887,-156
15889,-110
15901,181
15907,112
15913,46
15919,-56
15923,-9
15937,18
15959,72
15971,-252
15973,-198
15991,162
16001,-27
16007,244
16033,72
16057,-140
16061,9
16063,71
16067,-29
16069,52
16073,23
16087,44
16091,-171
16097,-240
16103,105
16111,202
16127,-148
16139,-124
16141,-136
16183,124
16187,123
16189,-61
16193,-94
16217,14
16223,-221
16229,-4
16231,104
16249,1
16253,-54
16267,-75
16273,-16
16301,51
16319,-67
16333,26
16339,-115
16349,214
16361,192
16363,-65
16369,98
16381,160
16411,48
16417,-230
16421,2
16427,-12
16433,18
16447,5
16451,124
16453,74
16477,-146
16481,-90
16487,-120
16493,-172
16519,218
16529,52
16547,-48
16553,6
16561,-101
16567,248
16573,22
16603,4
16607,93
16619,-5
16631,68
16633,125
16649,186
16651,130
16657,-232
16661,186
16673,-191
16691,-18
16693,85
16699,-195
16703,-84
16729,-103
16741,-174
16747,159
16759,66
16763,-99
16787,181
16811,64
16823,-8
16829,-218
16831,187
16843,126
16871,194
16879,-186
16883,-76
16889,-234
16901,-63
16903,-142
16921,-255
16927,62
16931,108
16937,81
16943,-74
16963,-157
16979,227
16981,-199
16987,152
16993,194
17011,-172
17021,-106
17027,-128
17029,-20
17033,6
17041,-237
17047,-252
17053,206
17077,-211
17093,-44
17099,60
17107,-87
17117,-118
17123,148
17137,-210
17159,192
17167,-160
17183,76
17189,-66
17191,89
17203,-98
17207,-103
17209,-124
17231,173
17239,204
17257,196
17291,150
17293,-223
17299,28
17317,173
17321,-182
17327,-43
17333,-47
17341,175
17351,39
17359,116
17377,-34
17383,-80
17387,-36
17389,50
17393,-70
17401,186
17417,-174
17419,-153
17431,-11
17443,22
17449,-127
17467,23
17471,40
17477,29
17483,46
17489,30
17491,-1
17497,-214
17509,-32
17519,168
17539,64
17551,-123
17569,244
17573,204
17579,-209
17581,135
17597,-234
17599,58
17609,262
17623,-86
17627,204
17657,-246
17659,-20
17669,-43
17681,45
17683,68
17707,173
17713,-44
17729,23
17737,171
17747,188
17749,46
17761,-22
17783,162
17789,0
17791,176
17807,168
17827,97
17837,99
17839,96
17851,-43
17863,156
17881,-48
17891,-2
17903,258
17909,-244
17911,170
17921,-142
17923,-129
17929,50
17939,34
17957,138
17959,102
17971,32
17977,88
17981,233
17987,-148
17989,139
18013,-191
18041,-158
18043,196
18047,-90
18049,141
18059,-48
18061,174
18077,-66
18089,-51
18097,206
18119,72
18121,118
18127,-55
18131,-137
18133,-184
18143,28
18149,-81
18169,-170
18181,113
18191,-91
18199,152
18211,158
18217,-268
18223,209
18229,149
18233,227
18251,84
18253,-71
18257,-43
18269,-102
18287,14
18289,-175
18301,-17
18307,44
18311,0
18313,-76
18329,-168
18341,37
18353,141
18367,20
18371,48
18379,214
18397,-106
18401,228
18413,-130
18427,88
18433,-35
18439,-156
18443,-15
18451,97
18457,-102
18461,174
18481,8
18493,23
18503,144
18517,-104
18521,163
18523,76
18539,80
18541,85
18553,-196
18583,46
18587,113
18593,162
18617,243
18637,167
18661,184
18671,20
18679,30
18691,19
18701,51
18713,174
18719,-54
18731,-20
18743,168
18749,260
18757,200
18773,-112
18787,-248
18793,226
18797,-92
18803,210
18839,-60
18859,-159
18869,54
18899,-180
18911,-79
18913,180
18917,-3
18919,185
18947,-222
18959,144
18973,-237
18979,229
19001,217
19009,-220
19013,-218
19031,169
19037,195
19051,-110
19069,-119
19073,12
19079,90
19081,156
19087,-4
19121,18
19139,-76
19141,19
19157,58
19163,231
19181,168
19183,212
19207,-56
19211,90
19213,162
19219,-60
19231,-42
19237,115
19249,174
19259,84
19267,242
19273,-63
19289,130
19301,90
19309,-29
19319,72
19333,-148
19373,-18
19379,129
19381,26
19387,115
19391,72
19403,-14
19417,211
19421,21
19423,29
19427,228
19429,247
19433,131
19441,-125
19447,-180
19457,101
19463,12
19469,-265
19471,-167
19477,116
19483,-220
19489,32
19501,66
19507,-50
19531,-225
19541,-85
19543,-86
19553,-46
19559,56
19571,0
19577,90
19583,50
19597,-254
19603,90
19609,128
19661,200
19681,153
19687,-2
19697,208
19699,138
19709,156
19717,-182
19727,-83
19739,60
19751,277
19753,224
19759,60
19763,92
19777,32
19793,-105
19801,230
19813,30
19819,-199
19841,-69
19843,59
19853,46
19861,116
19867,-18
19889,9
19891,-170
19913,-141
19919,37
19927,212
19937,159
19949,-226
19961,-162
19963,-204
19973,78
19979,-15
19991,36
19993,-8
19997,126
20011,4
20021,-35
20023,-212
20029,-259
20047,-153
20051,30
20063,-78
20071,35
20089,54
20101,122
20107,32
20113,143
20117,80
20123,126
20129,154
20143,-152
20147,-180
20149,46
20161,173
20173,-194
20177,-114
20183,71
20201,-132
20219,-88
20231,178
20233,99
20249,-120
20261,276
20269,-14
20287,142
20297,-262
20323,6
20327,-112
20333,114
20341,186
20347,-113
20353,-89
20357,-219
20359,-30
20369,84
20389,-230
20393,-183
20399,41
20407,11
20411,100
20431,82
20441,-138
20443,-126
20477,-148
20479,12
20483,125
20507,-36
20509,212
20521,115
20533,70
20543,125
20549,135
20551,-122
20563,12
20593,-270
20599,-166
20611,-84
20627,-58
20639,-9
20641,-35
20663,-56
20681,-15
20693,96
20707,113
20717,126
20719,156
20731,208
20743,45
20747,-265
20749,-70
20753,132
20759,-6
20771,239
20773,149
20789,114
20807,-124
20809,242
20849,-191
20857,2
20873,143
20879,72
20887,-212
20897,43
20899,200
20903,-117
20921,147
20929,31
20939,280
20947,-82
20959,-148
20963,-168
20981,278
20983,126
21001,82
21011,-238
21013,26
21017,123
21019,10
21023,-207
21031,242
21059,104
21061,8
21067,-188
21089,140
21101,-93
21107,-132
21121,-93
21139,157
21143,-200
21149,-255
21157,-38
21163,-230
21169,-108
21179,171
21187,73
21191,-96
21193,-214
21211,-142
21221,105
21227,-181
21247,-38
21269,96
21277,-239
21283,70
21313,4
21317,84
21319,39
21323,86
21341,210
21347,152
21377,138
21379,214
21383,-84
21391,200
21397,28
21401,102
21407,195
21419,54
21433,126
21467,-286
21481,17
21487,193
21491,91
21493,-38
21499,236
21503,-37
21517,108
21521,-158
21523,-77
21529,192
21557,-202
21559,-33
21563,158
21569,175
21577,56
21587,233
21589,9
21599,177
21601,-290
21611,258
21613,-230
21617,82
21647,-115
21649,-230
21661,-107
21673,75
21683,-246
21701,44
21713,276
21727,216
21737,-179
21739,81
21751,39
21757,23
21767,-53
21773,238
21787,-58
21799,87
21803,-91
21817,-182
21821,199
21839,201
21841,274
21851,100
21859,-66
21863,-174
21871,218
21881,-158
21893,196
21911,-264
21929,123
21937,-62
21943,29
21961,-142
21977,174
21991,-62
21997,25
22003,160
22013,210
22027,-204
22031,-60
22037,-224
22039,-46
22051,-61
22063,268
22067,-164
22073,84
22079,174
22091,-89
22093,-266
22109,144
22111,72
22123,-46
22129,64
22133,66
22147,-153
22153,-11
22157,-257
22159,-148
22171,79
22189,246
22193,-74
22229,-212
22247,266
22259,-60
22271,285
22273,116
22277,36
22279,-110
22283,119
22291,-145
22303,-89
22307,255
22343,224
22349,48
22367,-99
22369,70
22381,-71
22391,-33
22397,241
22409,198
22433,-24
22441,113
22447,-268
22453,213
22469,-111
22481,-82
22483,23
22501,-196
22511,-5
22531,-20
22541,294
22543,73
22549,-22
22567,-176
22571,144
22573,22
22613,-164
22619,-102
22621,-226
22637,162
22639,-158
22643,129
22651,107
22669,-194
22679,112
22691,-222
22697,222
22699,278
22709,-102
22717,-212
22721,-87
22727,207
22739,-113
22741,71
22751,186
22769,102
22777,-222
22783,120
22787,-28
22807,127
22811,-288
22817,70
22853,-169
22859,-6
22861,15
22871,-12
22877,48
22901,135
22907,-68
22921,-134
22937,174
22943,72
22961,111
22963,-18
22973,-9
22993,-20
23003,-148
23011,-295
23017,-36
23021,-14
23027,180
23029,128
23039,217
23041,-197
23053,-290
23057,11
23059,-132
23063,140
23071,-280
23081,57
23087,189
23099,224
23117,216
23131,-90
23143,214
23159,-234
23167,-162
23173,151
23189,66
23197,-58
23201,66
23203,254
23209,-136
23227,-27
23251,275
23269,26
23279,-151
23291,-45
23293,-37
23297,50
23311,-142
23321,20
23327,104
23333,-176
23339,-180
23357,-108
23369,-50
