prime,trace
12583,-175
12589,175
12601,-105
12611,-108
12613,-146
12619,152
12637,193
12641,-139
12647,167
12653,-20
12659,196
12671,167
12689,134
12697,-180
12703,-100
12713,-116
12721,-114
12739,-115
12743,46
12757,-39
12763,-172
12781,-59
12791,-57
12799,8
12809,-58
12821,62
12823,8
12829,-50
12841,52
12853,62
12889,-130
12893,91
12899,108
12907,17
12911,-75
12917,132
12919,64
12923,-136
12941,112
12953,-54
12959,-117
12967,116
12973,-138
12979,119
12983,24
13001,112
13003,65
13007,-104
13009,85
13033,-86
13037,76
13043,104
13049,-16
13063,40
13093,-200
13099,27
13103,-157
13109,26
13121,106
13127,60
13147,-52
13151,171
13159,177
13163,-123
13171,-43
13177,95
13183,152
13187,112
13217,213
13219,-29
13229,166
13241,32
13249,-86
13259,16
13267,-212
13291,-41
13297,-134
13309,57
13313,-4
13327,58
13331,102
13337,151
13339,114
13367,72
13381,-32
13397,40
13399,-14
13411,120
13417,-76
13421,-11
13441,-166
13451,24
13457,-132
13463,-74
13469,-34
13477,142
13487,178
13499,194
13513,-175
13523,42
13537,-178
13553,192
13567,-232
13577,147
13591,-24
13597,-48
13613,48
13619,26
13627,-83
13633,154
13649,36
13669,-25
13679,128
13681,100
13687,188
13691,-63
13693,211
13697,-47
13709,175
13711,-64
13721,94
13723,-139
13729,-210
13751,112
13757,42
13759,104
13763,-11
13781,180
13789,-118
13799,-122
13807,217
13829,-130
13831,160
13841,186
13859,-10
13873,74
13877,131
13879,-1
13883,-109
13901,6
13903,-36
13907,-78
13913,20
13921,-110
13931,-34
13933,-154
13963,187
13967,-96
13997,-68
13999,103
14009,30
14011,-64
14029,105
14033,-81
14051,180
14057,52
14071,-28
14081,-63
14083,164
14087,-65
14107,110
14143,74
14149,-20
14153,-192
14159,21
14173,50
14177,73
14197,40
14207,-236
14221,46
14243,36
14249,93
14251,-7
14281,74
14293,86
14303,-36
14321,184
14323,-34
14327,184
14341,233
14347,-2
14369,-138
14387,-36
14389,-142
14401,-33
14407,158
14411,56
14419,25
14423,144
14431,213
14437,-142
14447,-156
14449,153
14461,-226
14479,48
14489,-105
14503,10
14519,-16
14533,99
14537,76
14543,146
14549,190
14551,-1
14557,-165
14561,66
14563,85
14591,102
14593,144
14621,-172
14627,193
14629,204
14633,185
14639,-67
14653,-36
14657,78
14669,-36
14683,-13
14699,10
14713,-54
14717,-78
14723,124
14731,45
14737,-50
14741,-94
14747,165
14753,-234
14759,-56
14767,-48
14771,36
14779,130
14783,-21
14797,-128
14813,-21
14821,-178
14827,-223
14831,-167
14843,32
14851,-148
14867,-126
14869,118
14879,-108
14887,-72
14891,190
14897,141
14923,20
14929,44
14939,-108
14947,-86
14951,-91
14957,-66
14969,0
14983,5
15013,240
15017,198
15031,83
15053,-215
15061,194
15073,4
15077,-115
15083,-55
15091,-197
15101,-80
15107,108
15121,-44
15131,-195
15137,187
15139,67
15149,-51
15161,34
15173,-144
15187,148
15193,-38
15199,167
15217,-146
15227,-87
15233,215
15241,154
15259,-188
15263,-16
15269,-3
15271,-85
15277,191
15287,193
15289,48
15299,-12
15307,32
15313,30
15319,78
15329,162
15331,212
15349,2
15359,58
15361,133
15373,-78
15377,142
15383,-80
15391,95
15401,-30
15413,-43
15427,-86
15439,-230
15443,-127
15451,230
15461,198
15467,2
15473,2
15493,-177
15497,-86
15511,-52
15527,73
15541,199
15551,-8
15559,-220
15569,80
15581,98
15583,138
15601,0
15607,-98
15619,-182
15629,-94
15641,39
15643,182
15647,76
15649,30
15661,-188
15667,38
15671,-7
15679,-160
15683,-41
15727,4
15731,-31
15733,-185
15737,134
15739,95
15749,177
15761,49
15767,-63
15773,212
15787,37
15791,-164
15797,78
15803,124
15809,202
15817,-79
15823,36
15859,126
15877,-52
15881,-15
15887,-144
15889,-8
15901,61
15907,-17
15913,213
15919,-23
15923,84
15937,-138
15959,41
15971,214
15973,136
15991,144
16001,-81
16007,-22
16033,-86
16057,133
16061,156
16063,-90
16067,-72
16069,119
16073,95
16087,104
16091,188
16097,-210
16103,84
16111,-56
16127,-63
16139,-55
16141,38
16183,71
16187,39
16189,62
16193,158
16217,-157
16223,199
16229,-90
16231,90
16249,-54
16253,128
16267,-45
16273,234
16301,90
16319,42
16333,-114
16339,211
16349,145
16361,90
16363,148
16369,61
16381,-29
16411,-225
16417,18
16421,172
16427,242
16433,-38
16447,-68
16451,200
16453,-44
16477,11
16481,97
16487,133
16493,192
16519,172
16529,202
16547,180
16553,-155
16561,137
16567,-143
16573,-60
16603,76
16607,42
16619,122
16631,-21
16633,191
16649,39
16651,-180
16657,44
16661,246
16673,-168
16691,205
16693,228
16699,253
16703,-18
16729,90
16741,16
16747,-59
16759,44
16763,43
16787,28
16811,166
16823,129
16829,-74
16831,-74
16843,-24
16871,52
16879,254
16883,-187
16889,-101
16901,-87
16903,-248
16921,13
16927,-185
16931,64
16937,-118
16943,-48
16963,196
16979,-177
16981,161
16987,103
16993,130
17011,-161
17021,211
17027,-155
17029,-90
17033,-160
17041,167
17047,23
17053,-224
17077,113
17093,159
17099,71
17107,-47
17117,66
17123,248
17137,-65
17159,62
17167,108
17183,84
17189,135
17191,18
17203,-34
17207,119
17209,-74
17231,-164
17239,-4
17257,134
17291,183
17293,25
17299,18
17317,138
17321,-42
17327,60
17333,60
17341,136
17351,11
17359,-116
17377,132
17383,95
17387,202
17389,-61
17393,186
17401,92
17417,196
17419,-140
17431,152
17443,-219
17449,86
17467,157
17471,-64
17477,-42
17483,124
17489,-221
17491,55
17497,-89
17509,-159
17519,-84
17539,-100
17551,-184
17569,226
17573,18
17579,-260
17581,259
17597,209
17599,216
17609,96
17623,150
17627,113
17657,112
17659,-50
17669,68
17681,-17
17683,172
17707,-39
17713,257
17729,-190
17737,134
17747,52
17749,-47
17761,130
17783,-36
17789,-204
17791,-66
17807,42
17827,52
17837,238
17839,-65
17851,122
17863,245
17881,41
17891,92
17903,201
17909,126
17911,143
17921,-102
17923,68
17929,-8
17939,129
17957,-106
17959,112
17971,51
17977,183
17981,-189
17987,23
17989,170
18013,1
18041,207
18043,-116
18047,-232
18049,101
18059,163
18061,-5
18077,179
18089,-27
18097,-242
18119,85
18121,179
18127,-181
18131,148
18133,-106
18143,-146
18149,182
18169,-50
18181,147
18191,-240
18199,-110
18211,-136
18217,30
18223,-4
18229,-211
18233,106
18251,130
18253,14
18257,-9
18269,-112
18287,200
18289,132
18301,141
18307,-7
18311,-112
18313,230
18329,243
18341,198
18353,-126
18367,88
18371,-168
18379,-116
18397,219
18401,-150
18413,-192
18427,60
18433,111
18439,31
18443,-126
18451,-140
18457,-232
18461,9
18481,176
18493,110
18503,-219
18517,-50
18521,121
18523,206
18539,65
18541,-26
18553,134
18583,-224
18587,110
18593,246
18617,-90
18637,5
18661,106
18671,-28
18679,46
18691,20
18701,93
18713,-147
18719,-27
18731,160
18743,60
18749,-133
18757,-118
18773,106
18787,76
18793,118
18797,183
18803,76
18839,-158
18859,115
18869,42
18899,66
18911,-96
18913,58
18917,119
18919,193
18947,-97
18959,-12
18973,-76
18979,1
19001,51
19009,-6
19013,191
19031,72
19037,-98
19051,242
19069,216
19073,-210
19079,211
19081,88
19087,-116
19121,-24
19139,131
19141,43
19157,-58
19163,-126
19181,174
19183,-186
19207,22
19211,-63
19213,-196
19219,4
19231,-146
19237,-176
19249,67
19259,240
19267,-38
19273,-101
19289,-154
19301,-158
19309,175
19319,35
19333,-259
19373,-191
19379,-213
19381,0
19387,-44
19391,72
19403,114
19417,97
19421,145
19423,86
19427,-116
19429,-147
19433,116
19441,31
19447,-209
19457,2
19463,66
19469,108
19471,136
19477,-259
19483,-76
19489,-155
19501,-177
19507,-158
19531,260
19541,-204
19543,78
19553,-78
19559,99
19571,54
19577,78
19583,80
19597,117
19603,217
19609,-34
19661,121
19681,66
19687,-58
19697,-264
19699,17
19709,-238
19717,-24
19727,-25
19739,56
19751,83
19753,68
19759,56
19763,228
19777,-178
19793,226
19801,230
19813,-20
19819,-58
19841,1
19843,188
19853,226
19861,-58
19867,93
19889,-134
19891,28
19913,-127
19919,-159
19927,138
19937,-193
19949,-61
19961,33
19963,-183
19973,123
19979,-71
19991,-72
19993,275
19997,-272
20011,-86
20021,230
20023,-206
20029,-226
20047,-114
20051,108
20063,57
20071,11
20089,-99
20101,-52
20107,-36
20113,94
20117,95
20123,36
20129,-52
20143,101
20147,114
20149,-50
20161,120
20173,-52
20177,-194
20183,-79
20201,71
20219,-204
20231,120
20233,62
20249,70
20261,-126
20269,-35
20287,-271
20297,0
20323,-17
20327,-83
20333,70
20341,-166
20347,26
20353,-80
20357,230
20359,192
20369,-191
20389,-65
20393,-189
20399,-254
20407,-107
20411,-219
20431,-140
20441,-101
20443,-259
20477,59
20479,175
20483,176
20507,-228
20509,-174
20521,12
20533,31
20543,-216
20549,-114
20551,-188
20563,170
20593,-44
20599,-44
20611,-92
20627,30
20639,-76
20641,-97
20663,128
20681,-59
20693,166
20707,20
20717,61
20719,-50
20731,-163
20743,-41
20747,-83
20749,-125
20753,210
20759,232
20771,-13
20773,-154
20789,-162
20807,-120
20809,39
20849,54
20857,-152
20873,175
20879,66
20887,72
20897,-171
20899,-93
20903,78
20921,-120
20929,49
20939,-136
20947,-68
20959,-15
20963,-20
20981,-102
20983,-174
21001,56
21011,-167
21013,14
21017,14
21019,184
21023,18
21031,-154
21059,-98
21061,-162
21067,117
21089,-94
21101,12
21107,3
21121,-39
21139,194
21143,-206
21149,174
21157,58
21163,178
21169,40
21179,12
21187,48
21191,183
21193,-46
21211,-116
21221,-174
21227,-164
21247,45
21269,216
21277,-53
21283,52
21313,78
21317,72
21319,-62
21323,-141
21341,110
21347,-220
21377,86
21379,221
21383,-42
21391,148
21397,49
21401,-177
21407,-217
21419,-106
21433,-73
21467,-225
21481,66
21487,26
21491,226
21493,5
21499,84
21503,-82
21517,175
21521,246
21523,-16
21529,112
21557,-238
21559,186
21563,82
21569,90
21577,140
21587,142
21589,88
21599,-83
21601,-106
21611,97
21613,-39
21617,-146
21647,196
21649,7
21661,38
21673,-11
21683,-54
21701,-96
21713,95
21727,-206
21737,86
21739,-30
21751,134
21757,113
21767,-283
21773,211
21787,272
21799,238
21803,-66
21817,92
21821,-155
21839,0
21841,237
21851,-7
21859,85
21863,39
21871,48
21881,-159
21893,231
21911,153
21929,-200
21937,224
21943,-48
21961,175
21977,77
21991,-20
21997,53
22003,61
22013,-19
22027,52
22031,28
22037,183
22039,13
22051,140
22063,-168
22067,-273
22073,95
22079,-170
22091,264
22093,-293
22109,-34
22111,-132
22123,-177
22129,-94
22133,-194
22147,5
22153,-121
22157,-104
22159,124
22171,-10
22189,-50
22193,73
22229,135
22247,38
22259,140
22271,24
22273,-101
22277,147
22279,-135
22283,-228
22291,3
22303,-57
22307,132
22343,-24
22349,-162
22367,72
22369,286
22381,-199
22391,-180
22397,-108
22409,-227
22433,-143
22441,-22
22447,266
22453,-152
22469,45
22481,238
22483,-74
22501,227
22511,110
22531,-64
22541,57
22543,-108
22549,40
22567,-143
22571,-155
22573,-178
22613,-66
22619,60
22621,55
22637,-96
22639,284
22643,210
22651,-144
22669,226
22679,-40
22691,-75
22697,52
22699,-56
22709,-65
22717,-78
22721,208
22727,130
22739,-228
22741,-47
22751,20
22769,-70
22777,172
22783,-279
22787,-201
22807,238
22811,254
22817,109
22853,92
22859,-54
22861,56
22871,-1
22877,146
22901,-232
22907,117
22921,194
22937,245
22943,102
22961,-270
22963,-186
22973,-114
22993,74
23003,174
23011,-22
23017,119
23021,42
23027,245
23029,25
23039,-48
23041,-268
23053,-188
23057,-40
23059,-227
23063,38
23071,196
23081,-169
23087,188
23099,-66
23117,252
23131,223
23143,115
23159,240
23167,38
23173,-206
23189,-113
23197,35
23201,153
23203,109
23209,-31
23227,208
23251,-122
23269,-250
23279,28
23291,-92
23293,-190
23297,-38
23311,242
23321,-123
