prime,trace
2609,3
2617,42
2621,0
2633,-30
2647,-24
2657,-52
2659,-52
2663,-8
2671,81
2677,-21
2683,-14
2687,-51
2689,-47
2693,21
2699,-52
2707,-100
2711,-16
2713,-22
2719,20
2729,-72
2731,-23
2741,82
2749,-50
2753,-30
2767,-73
2777,72
2789,-72
2791,-5
2797,19
2801,-8
2803,68
2819,-64
2833,-26
2837,18
2843,96
2851,48
2857,-13
2861,-43
2879,-98
2887,96
2897,14
2903,-16
2909,-6
2917,-78
2927,36
2939,12
2953,-40
2957,30
2963,64
2969,-58
2971,21
2999,45
3001,-73
3011,28
3019,-8
3023,-39
3037,-94
3041,97
3049,47
3061,-33
3067,-42
3079,-37
3083,-76
3089,-30
3109,62
3119,-84
3121,77
3137,33
3163,44
3167,16
3169,-30
3181,40
3187,-51
3191,32
3203,15
3209,105
3217,-61
3221,-99
3229,94
3251,-102
3253,-29
3257,-37
3259,-95
3271,30
3299,-60
3301,2
3307,-16
3313,-67
3319,101
3323,9
3329,32
3331,20
3343,32
3347,48
3359,15
3361,-82
3371,11
3373,-50
3389,-78
3391,53
3407,77
3413,76
3433,53
3449,-66
3457,30
3461,96
3463,109
3467,-111
3469,90
3491,-30
3499,16
3511,93
3517,-30
3527,-63
3529,20
3533,69
3539,-21
3541,-95
3547,106
3557,9
3559,50
3571,-8
3581,50
3583,-54
3593,-69
3607,94
3613,-30
3617,3
3623,82
3631,14
3637,7
3643,1
3659,34
3671,-42
3673,34
3677,18
3691,22
3697,-80
3701,83
3709,-72
3719,-99
3727,-4
3733,-18
3739,53
3761,-87
3767,-48
3769,80
3779,36
3793,-2
3797,-63
3803,6
3821,-30
3823,35
3833,102
3847,12
3851,-48
3853,-13
3863,-36
3877,18
3881,28
3889,50
3907,-11
3911,-15
3917,34
3919,33
3923,-11
3929,43
3931,-64
3943,80
3947,-68
3967,80
3989,58
4001,-116
4003,18
4007,71
4013,21
4019,114
4021,64
4027,40
4049,15
4051,-34
4057,-82
4073,71
4079,22
4091,67
4093,21
4099,85
4111,80
4127,-97
4129,26
4133,111
4139,124
4153,51
4157,-57
4159,-5
4177,-18
4201,-68
4211,-52
4217,18
4219,-21
4229,30
4231,57
4241,72
4243,44
4253,1
4259,94
4261,-80
4271,-35
4273,-16
4283,84
4289,14
4297,-4
4327,1
4337,7
4339,22
4349,7
4357,-39
4363,19
4373,54
4391,-3
4397,-29
4409,60
4421,-26
4423,8
4441,-74
4447,-54
4451,48
4457,50
4463,-42
4481,-84
4483,17
4493,9
4507,71
4513,78
4517,76
4519,76
4523,-99
4547,119
4549,16
4561,88
4567,120
4583,-75
4591,105
4597,-62
4603,-53
4621,44
4637,-70
4639,-120
4643,35
4649,109
4651,-92
4657,120
4663,-51
4673,-83
4679,-36
4691,74
4703,116
4721,-24
4723,8
4729,-11
4733,-82
4751,72
4759,59
4783,-34
4787,92
4789,124
4793,-66
4799,-95
4801,-50
4813,3
4817,-62
4831,76
4861,46
4871,-64
4877,-13
4889,-38
4903,-52
4909,-76
4919,29
4931,77
4933,110
4937,78
4943,-76
4951,8
4957,54
4967,-11
4969,109
4973,-35
4987,1
4993,-106
4999,-63
5003,16
5009,-16
5011,-40
5021,-90
5023,0
5039,32
5051,-65
5059,-5
5077,-47
5081,-21
5087,-92
5099,63
5101,-88
5107,32
5113,96
5119,-35
5147,76
5153,-88
5167,83
5171,-55
5179,-50
5189,30
5197,-45
5209,44
5227,-64
5231,137
5233,-121
5237,-78
5261,-124
5273,-114
5279,-135
5281,-102
5297,24
5303,-68
5309,97
5323,49
5333,86
5347,36
5351,48
5381,-48
5387,36
5393,56
5399,-114
5407,96
5413,-100
5417,92
5419,120
5431,24
5437,-9
5441,80
5443,92
5449,96
5471,76
5477,98
5479,-57
5483,52
5501,-20
5503,-124
5507,42
5519,-47
5521,-76
5527,-3
5531,32
5557,-3
5563,24
5569,-14
5573,-36
5581,-72
5591,80
5623,-51
5639,36
5641,-41
5647,-72
5651,-140
5653,-124
5657,-62
5659,-78
5669,102
5683,108
5689,114
5693,48
5701,35
5711,-78
5717,66
5737,102
5741,-56
5743,91
5749,117
5779,-140
5783,72
5791,91
5801,117
5807,87
5813,-34
5821,102
5827,28
5839,-27
5843,67
5849,45
5851,-24
5857,-25
5861,90
5867,82
5869,88
5879,-129
5881,-15
5897,-46
5903,-103
5923,-9
5927,-69
5939,-55
5953,-98
5981,92
5987,27
6007,26
6011,68
6029,74
6037,7
6043,-44
6047,28
6053,112
6067,31
6073,-23
6079,25
6089,105
6091,40
6101,12
6113,-59
6121,-142
6131,-126
6133,-14
6143,29
6151,-35
6163,-56
6173,-3
6197,39
6199,-4
6203,-28
6211,-30
6217,-104
6221,-27
6229,-76
6247,46
6257,112
6263,-30
6269,61
6271,-32
6277,27
6287,-6
6299,84
6301,-78
6311,38
6317,-10
6323,-69
6329,-105
6337,100
6343,-24
6353,96
6359,80
6361,-80
6367,-43
6373,-22
6379,5
6389,-80
6397,-26
6421,42
6427,-101
6449,34
6451,44
6469,79
6473,-21
6481,54
6491,24
6521,22
6529,-58
6547,106
6551,-4
6553,26
6563,-124
6569,-49
6571,-52
6577,-52
6581,-54
6599,156
6607,28
6619,78
6637,102
6653,138
6659,-72
6661,-8
6673,27
6679,4
6689,38
6691,-59
6701,-78
6703,-80
6709,98
6719,-41
6733,-88
6737,147
6761,20
6763,-64
6779,-64
6781,-32
6791,-7
6793,125
6803,54
6823,157
6827,-62
6829,-25
6833,110
6841,10
6857,95
6863,-21
6869,-14
6871,-67
6883,92
6899,66
6907,-66
6911,-62
6917,103
6947,-128
6949,10
6959,15
6961,-38
6967,32
6971,-40
6977,46
6983,-73
6991,40
6997,-102
7001,-48
7013,-14
7019,-70
7027,86
7039,90
7043,153
7057,-22
7069,-58
7079,18
7103,-120
7109,-14
7121,-9
7127,-95
7129,-158
7151,100
7159,-94
7177,-11
7187,-27
7193,74
7207,100
7211,25
7213,-78
7219,-10
7229,34
7237,60
7243,34
7247,120
7253,-157
7283,54
7297,-80
7307,-22
7309,29
7321,-37
7331,-129
7333,6
7349,-87
7351,86
7369,140
7393,30
7411,100
7417,68
7433,114
7451,68
7457,42
7459,-51
7477,78
7481,-160
7487,104
7489,-58
7499,-32
7507,9
7517,-89
7523,80
7529,42
7537,122
7541,138
7547,-148
7549,14
7559,57
7561,80
7573,8
7577,23
7583,74
7589,117
7591,80
7603,20
7607,127
7621,-26
7639,-31
7643,54
7649,9
7669,-58
7673,130
7681,99
7687,44
7691,83
7699,23
7703,-87
7717,7
7723,74
7727,-74
7741,-76
7753,136
7757,-62
7759,20
7789,-40
7793,-30
7817,-67
7823,21
7829,69
7841,-120
7853,157
7867,58
7873,-32
7877,142
7879,130
7883,-20
7901,105
7907,141
7919,-59
7927,-43
7933,164
7937,-18
7949,-27
7951,51
7963,-103
7993,5
8009,52
8011,-52
8017,115
8039,-145
8053,98
8059,148
8069,18
8081,-10
8087,-118
8089,-14
8093,62
8101,57
8111,6
8117,-15
8123,108
8147,-4
8161,-35
8167,-48
8171,6
8179,-20
8191,65
8209,56
8219,-105
8221,129
8231,156
8233,106
8237,106
8243,58
8263,126
8269,4
8273,124
8287,7
8291,24
8293,-13
8297,-42
8311,122
8317,-106
8329,-44
8353,75
8363,61
8369,117
8377,-62
8387,2
8389,-165
8419,53
8423,104
8429,45
8431,-4
8443,-56
8447,-24
8461,27
8467,8
8501,-67
8513,46
8521,-109
8527,-43
8537,-41
8539,-47
8543,-36
8563,-130
8573,-66
8581,-48
8597,4
8599,-93
8609,-36
8623,169
8627,67
8629,73
8641,-83
8647,125
8663,-128
8669,35
8677,-18
8681,102
8689,-175
8693,118
8699,-98
8707,103
8713,16
8719,22
8731,9
8737,82
8741,6
8747,32
8753,-138
8761,96
8779,-96
8783,-11
8803,54
8807,120
8819,-15
8821,120
8831,24
8837,175
8839,-33
8849,102
8861,120
8863,-44
8867,15
8887,-160
8893,2
8923,26
8929,58
8933,-104
8941,149
8951,-68
8963,-44
8969,112
8971,26
8999,-124
9001,6
9007,-2
9011,-76
9013,-43
9029,-6
9041,-162
9043,-118
9049,148
9059,-84
9067,-77
9091,-28
9103,-1
9109,101
9127,173
9133,112
9137,-60
9151,114
9157,113
9161,-67
9173,54
9181,59
9187,77
9199,-48
9203,-76
9209,-147
9221,-126
9227,-68
9239,10
9241,-27
9257,18
9277,143
9281,-69
9283,-20
9293,70
9311,-20
9319,149
9323,-52
9337,70
9341,162
9343,-50
9349,111
9371,-138
9377,147
9391,-104
9397,62
9403,66
9413,178
9419,111
9421,133
9431,8
9433,-82
9437,174
9439,-52
9461,-30
9463,-91
9467,-27
9473,144
9479,97
9491,40
9497,150
9511,35
9521,-46
9533,94
9539,100
9547,166
9551,117
9587,4
9601,-35
9613,-97
9619,-34
9623,48
9629,90
9631,-180
9643,-58
9649,-11
9661,9
9677,18
9679,-4
9689,-82
9697,-99
9719,105
9721,2
9733,86
9739,-110
9743,-108
9749,30
9767,-36
9769,166
9781,-46
9787,62
9791,88
9803,-140
9811,97
9817,-48
9829,5
9833,76
9839,24
9851,52
9857,77
9859,4
9871,-37
9883,130
9887,-176
9901,-47
9907,144
9923,-147
9929,96
9931,132
9941,20
9949,151
9967,166
9973,83
10007,58
10009,47
10037,63
10039,-52
10061,39
10067,-170
10069,120
10079,29
10091,-120
10093,157
10099,196
10103,18
10111,45
10133,-144
10139,190
10141,35
10151,12
10159,31
10163,94
10169,-104
10177,-131
10181,132
10193,-132
10211,171
10223,16
10243,85
10247,-150
10253,44
10259,96
10267,126
10271,102
10273,-4
10289,9
10301,45
10303,-36
10313,104
10321,-30
10331,80
10333,-148
10337,103
10343,-4
10357,24
10369,-126
10391,-35
10399,10
10427,53
10429,-76
10433,174
10453,152
10457,117
10459,-130
10463,195
10477,-114
10487,-89
10499,80
10501,38
10513,-26
10529,140
10531,-95
10559,-116
10567,-112
10589,94
10597,-18
10601,122
10607,-150
10613,90
10627,64
10631,176
10639,-162
10651,122
10657,-118
10663,113
10667,-18
10687,-40
10691,29
10709,-109
10711,64
10723,-4
10729,-28
10733,49
10739,-27
10753,-32
10771,28
10781,67
10789,178
10799,12
10831,-151
10837,-12
10847,60
10853,-21
10859,9
10861,194
10867,38
10883,-28
10889,35
10891,11
10903,-91
10909,87
10937,-18
10939,-28
10949,141
10957,60
10973,160
10979,-95
10987,159
10993,171
11003,83
11027,14
11047,168
11057,102
11059,-142
11069,155
11071,94
11083,-104
11087,165
11093,-132
11113,-144
11117,-153
11119,-111
11131,-24
11149,-98
11159,-50
11161,104
11171,-14
11173,144
11177,42
11197,-180
11213,62
11239,-180
11243,92
11251,81
11257,163
11261,-96
11273,-192
11279,-153
11287,67
11299,139
11311,195
11317,-149
11321,-133
11329,128
11351,174
11353,-41
11369,-117
11383,32
11393,21
11399,7
11411,-12
11423,-77
11437,154
11443,-6
11447,-60
11467,3
11471,70
11483,-139
11489,-9
11491,-106
11497,-191
11503,127
11519,180
11527,-176
11549,75
11551,22
11579,-186
11587,134
11593,-34
11597,5
11617,50
11621,-2
11633,170
11657,-3
11677,43
11681,-30
11689,-17
11699,196
11701,42
11717,-6
11719,177
11731,-181
11743,98
11777,-117
11779,-50
11783,-129
11789,-66
11801,102
11807,105
11813,210
11821,38
11827,118
11831,123
11833,30
11839,-165
11863,191
11867,76
11887,68
11897,-2
11903,28
11909,-50
11923,-157
11927,84
11933,-156
11939,-116
11941,73
11953,127
11959,-8
11969,-10
11971,140
11981,10
11987,53
12007,-148
12011,-148
12037,97
12041,159
12043,137
12049,46
12071,127
12073,-92
12097,143
12101,171
12107,57
12109,49
12113,-46
12119,-60
12143,-78
12149,-146
12157,-201
12161,-71
12163,82
12197,-6
12203,159
12211,-118
12227,48
12239,-45
12241,-142
12251,-126
12253,82
12263,206
12269,-42
12277,-137
12281,-100
12289,32
12301,173
12323,156
12329,135
12343,206
12347,134
12373,-71
12377,-30
12379,121
12391,23
12401,68
12409,155
12413,1
12421,103
12433,172
12437,190
12451,162
12457,-169
12473,-46
12479,61
12487,41
12491,124
12497,-72
12503,218
12511,-128
12517,102
12527,153
12539,-34
12541,130
12547,-189
12553,-118
12569,-44
12577,-84
12583,-91
12589,10
12601,-50
12611,-28
12613,-102
12619,19
12637,-200
12641,54
12647,-102
12653,156
12659,-136
12671,-57
12689,-28
12697,72
12703,-173
12713,50
12721,164
12739,112
12743,126
12757,-82
12763,188
12781,146
12791,117
12799,38
12809,23
12821,170
12823,200
12829,100
12841,-224
12853,-60
12889,89
12893,-26
12899,-63
12907,-58
12911,60
12917,-108
12919,166
12923,-49
12941,-90
12953,-20
12959,210
12967,164
12973,-27
12979,200
12983,48
13001,66
13003,36
13007,-187
13009,167
13033,-82
13037,-150
13043,207
13049,-198
13063,-88
13093,91
13099,-136
13103,-84
13109,50
13121,-142
13127,-14
13147,-25
13151,-182
13159,112
13163,-4
13171,49
13177,-147
13183,184
13187,58
13217,-166
13219,203
13229,-57
13241,109
13249,222
13259,48
13267,144
13291,132
13297,-97
13309,125
13313,-14
13327,-88
13331,-24
13337,-10
13339,188
13367,-6
13381,198
13397,20
13399,94
13411,12
13417,46
13421,-102
13441,-198
13451,145
13457,-162
13463,141
13469,-9
13477,144
13487,-180
13499,-14
13513,-228
13523,-31
13537,122
13553,134
13567,138
13577,28
13591,-116
13597,117
13613,168
13619,127
13627,100
13633,-34
13649,-150
13669,73
13679,-16
13681,16
13687,42
13691,-132
13693,135
13697,120
13709,-84
13711,139
13721,4
13723,76
13729,-82
13751,-128
13757,-158
13759,-196
13763,-123
13781,126
13789,121
13799,36
13807,32
13829,-140
13831,37
13841,-66
13859,46
13873,134
13877,-113
13879,-158
13883,-6
13901,-163
13903,24
13907,28
13913,-219
13921,-27
13931,17
13933,178
13963,-15
13967,160
13997,212
13999,132
14009,-31
14011,-80
14029,-115
14033,39
14051,124
14057,100
14071,140
14081,204
14083,-69
14087,110
14107,84
14143,201
14149,58
14153,51
14159,-16
14173,-105
14177,-193
14197,78
14207,72
14221,-110
14243,-139
14249,-48
14251,28
14281,-28
14293,-25
14303,150
14321,-12
14323,-46
14327,-40
14341,155
14347,84
14369,39
14387,73
14389,-62
14401,-66
14407,160
14411,73
14419,-87
14423,0
14431,61
14437,22
14447,48
14449,142
14461,130
14479,48
14489,-44
14503,-208
14519,-12
14533,83
14537,14
14543,-224
14549,210
14551,-121
14557,25
14561,-212
14563,164
14591,-180
14593,-44
14621,-14
14627,96
14629,-202
14633,207
14639,172
14653,-146
14657,-207
14669,96
14683,45
14699,0
14713,-120
14717,192
14723,207
14731,-195
14737,-146
14741,-126
14747,28
14753,-173
14759,-102
14767,-170
14771,-60
14779,-164
14783,-144
14797,-110
14813,-138
14821,-170
14827,67
14831,92
14843,95
14851,90
14867,76
14869,6
14879,194
14887,-218
14891,-78
14897,66
14923,-36
14929,-156
14939,39
14947,-72
14951,-168
14957,-106
14969,45
14983,96
15013,104
15017,78
15031,83
15053,-53
15061,80
15073,202
15077,38
15083,36
15091,-181
15101,188
15107,81
15121,-127
15131,43
15137,-56
15139,154
15149,-198
15161,-100
15173,-230
15187,-52
15193,-182
15199,144
15217,37
15227,-96
15233,6
15241,-34
15259,-205
15263,-28
15269,95
15271,-35
15277,-166
15287,-38
15289,148
15299,195
15307,-201
15313,-150
15319,200
15329,226
15331,-65
15349,216
15359,-132
15361,107
15373,111
15377,210
15383,-177
15391,148
15401,18
15413,99
15427,-2
15439,-130
15443,12
15451,-65
15461,138
15467,178
15473,-246
15493,71
15497,95
15511,-192
15527,-144
15541,52
15551,-31
15559,202
15569,-64
15581,-45
15583,4
15601,-58
15607,88
15619,-79
15629,208
15641,18
15643,-168
15647,79
15649,-112
15661,106
15667,-82
15671,-18
15679,140
15683,-54
15727,-158
15731,80
15733,146
15737,-27
15739,98
15749,99
15761,-193
15767,-72
15773,-244
15787,-20
15791,86
15797,-44
15803,246
15809,-210
15817,73
15823,184
15859,-84
15877,118
15881,-42
15887,-81
15889,16
15901,150
15907,129
15913,22
15919,56
15923,147
15937,-11
15959,-78
15971,-60
15973,-38
15991,-6
16001,182
16007,-204
16033,226
16057,20
16061,116
16063,-89
16067,-87
16069,40
16073,-127
16087,-253
16091,-145
16097,-192
16103,-102
16111,61
16127,144
16139,28
16141,58
16183,-16
16187,158
16189,225
16193,90
16217,204
16223,78
16229,6
16231,-230
16249,-151
16253,-94
16267,-86
16273,-154
16301,-14
16319,-84
16333,251
16339,-10
16349,15
16361,-170
16363,-152
16369,-154
16381,-60
16411,-64
16417,27
16421,-154
16427,-148
16433,-139
16447,176
16451,19
16453,182
16477,-248
16481,-149
16487,-4
16493,230
16519,-136
16529,94
16547,-90
16553,114
16561,186
16567,-70
16573,157
16603,70
16607,24
16619,-138
16631,106
16633,-69
16649,81
16651,212
16657,-11
16661,174
16673,-98
16691,87
16693,120
16699,54
16703,63
16729,-21
16741,-92
16747,-171
16759,-47
16763,-41
16787,184
16811,70
16823,157
16829,22
16831,-12
16843,-140
16871,-125
16879,225
16883,96
16889,-218
16901,36
16903,38
16921,101
16927,-37
16931,141
16937,0
16943,161
16963,118
16979,116
16981,102
16987,221
16993,-155
17011,-74
17021,231
17027,-52
17029,224
17033,254
17041,-28
17047,-165
17053,26
17077,82
17093,-43
17099,82
17107,-216
17117,-126
17123,-140
17137,194
17159,-80
17167,128
17183,-99
17189,133
17191,-119
17203,93
17207,226
17209,-42
17231,-42
17239,182
17257,58
17291,192
17293,-41
17299,201
17317,-98
17321,80
17327,86
17333,-24
17341,86
17351,199
17359,-70
17377,-46
17383,196
17387,181
17389,64
17393,20
17401,-106
17417,15
17419,8
17431,-181
17443,218
17449,14
17467,59
17471,24
17477,-63
17483,236
17489,-119
17491,133
17497,30
17509,116
17519,204
17539,24
17551,99
17569,25
17573,-78
17579,-76
17581,178
17597,-31
17599,1
17609,186
17623,-4
17627,-88
17657,240
17659,-152
17669,114
17681,-38
17683,122
17707,-52
17713,-192
17729,222
17737,68
17747,57
17749,40
17761,74
17783,-104
17789,190
17791,71
17807,-95
17827,116
17837,174
17839,0
17851,230
17863,-126
17881,-119
17891,4
17903,115
17909,12
17911,-37
17921,-198
17923,16
17929,-67
17939,-133
17957,-163
17959,-211
17971,136
17977,36
17981,208
17987,-186
17989,-182
18013,-241
18041,6
18043,-50
18047,150
18049,-166
18059,-60
18061,40
18077,244
18089,230
18097,-53
18119,48
18121,46
18127,52
18131,105
18133,-191
18143,228
18149,126
18169,109
18181,194
18191,93
18199,-139
18211,-70
18217,74
18223,-38
18229,-233
18233,190
18251,-80
18253,152
18257,227
18269,5
18287,-40
18289,-18
18301,-14
18307,-40
18311,-114
18313,-44
18329,-26
18341,-137
18353,42
18367,-22
18371,12
18379,176
18397,-133
18401,-146
18413,175
18427,91
18433,128
18439,180
18443,-23
18451,-20
18457,-98
18461,102
18481,-202
18493,79
18503,30
18517,218
18521,185
18523,-133
18539,91
18541,215
18553,-35
18583,-158
18587,-196
18593,-222
18617,117
18637,-28
18661,220
18671,-11
18679,-77
18691,46
18701,94
18713,54
18719,-72
18731,-72
18743,-235
18749,180
18757,213
18773,45
18787,-199
18793,90
18797,22
18803,21
18839,-75
18859,90
18869,2
18899,224
18911,-75
18913,220
18917,28
18919,79
18947,-112
18959,-30
18973,12
18979,3
19001,174
19009,-215
19013,-24
19031,143
19037,-174
19051,-11
19069,-78
19073,-104
19079,-123
19081,166
19087,-130
19121,-24
19139,45
19141,116
19157,-45
19163,170
19181,-6
19183,49
19207,-134
19211,76
19213,142
19219,-78
19231,39
19237,32
19249,-171
19259,-165
19267,-220
19273,-180
19289,90
19301,-94
19309,162
19319,152
19333,84
19373,114
19379,-55
19381,85
19387,229
19391,-48
19403,261
19417,77
19421,245
19423,152
19427,132
19429,65
19433,-8
19441,133
19447,125
19457,-87
19463,-114
19469,83
19471,160
19477,-178
19483,4
19489,-166
19501,-170
19507,43
19531,-32
19541,123
19543,-81
19553,109
19559,153
19571,110
19577,-240
19583,116
19597,-17
19603,180
19609,-153
19661,-216
19681,122
19687,69
19697,-109
19699,-220
19709,-98
19717,-129
19727,168
19739,18
19751,-138
19753,0
19759,40
19763,275
19777,98
19793,197
19801,8
19813,124
19819,-180
19841,78
19843,-70
19853,127
19861,-62
19867,83
19889,-26
19891,53
19913,-246
19919,52
19927,115
19937,202
19949,-94
19961,89
19963,-172
19973,61
19979,146
19991,-168
19993,1
19997,20
20011,80
20021,-237
20023,-20
20029,161
20047,-42
20051,178
20063,-183
20071,210
20089,-56
20101,226
20107,-128
20113,-22
20117,202
20123,236
20129,76
20143,-10
20147,-102
20149,89
20161,57
20173,-86
20177,-178
20183,3
20201,112
20219,-227
20231,-93
20233,188
20249,-122
20261,49
20269,66
20287,28
20297,154
20323,-104
20327,-42
20333,-88
20341,-230
20347,-152
20353,66
20357,63
20359,-68
20369,-154
20389,-85
20393,-225
20399,-32
20407,-40
20411,93
20431,110
20441,110
20443,6
20477,-162
20479,-209
20483,243
20507,-58
20509,217
20521,-50
20533,-211
20543,-134
20549,177
20551,24
20563,105
20593,199
20599,-190
20611,228
20627,211
20639,-184
20641,80
20663,-165
20681,96
20693,-44
20707,-60
20717,-192
20719,-5
20731,140
20743,124
20747,216
20749,-31
20753,146
20759,-131
20771,183
20773,149
20789,274
20807,-187
20809,-156
20849,216
20857,-152
20873,-231
20879,239
20887,143
20897,-116
20899,115
20903,213
20921,-213
20929,268
20939,-201
20947,-133
20959,-19
20963,-57
20981,227
20983,-114
21001,202
21011,264
21013,134
21017,-12
21019,-112
21023,-67
21031,-73
21059,188
21061,170
21067,277
21089,-162
21101,-214
21107,-135
21121,-197
21139,-224
21143,24
21149,54
21157,238
21163,44
21169,117
21179,-26
21187,-25
21191,-238
21193,-114
21211,152
21221,-132
21227,-220
21247,-172
21269,26
21277,-222
21283,-46
21313,-231
21317,12
21319,40
21323,78
21341,-210
21347,68
21377,30
21379,181
21383,224
21391,-47
21397,224
21401,-108
21407,-216
21419,210
21433,98
21467,64
21481,2
21487,-54
21491,76
21493,-14
21499,109
21503,255
21517,-25
21521,-78
21523,-68
21529,-165
21557,-96
21559,50
21563,32
21569,-99
21577,74
21587,36
21589,-218
21599,192
21601,-98
21611,-57
21613,82
21617,-102
21647,-3
21649,46
21661,-235
21673,125
21683,-180
21701,-15
21713,74
21727,246
21737,-42
21739,-155
21751,-14
21757,-244
21767,-173
21773,-32
21787,58
21799,274
21803,-133
21817,-214
21821,-42
21839,24
21841,-115
21851,-223
21859,-146
21863,224
21871,-98
21881,-90
21893,78
21911,-178
21929,-111
21937,238
21943,-16
21961,67
21977,261
21991,73
21997,-214
22003,-202
22013,-18
22027,-77
22031,-168
22037,42
22039,247
22051,246
22063,142
22067,-29
22073,-74
22079,-48
22091,219
22093,-226
22109,-81
22111,153
22123,264
22129,30
22133,-98
22147,-100
22153,44
22157,12
22159,-14
22171,-253
22189,75
22193,-92
22229,174
22247,-226
22259,174
22271,-240
22273,71
22277,252
22279,82
22283,-101
22291,270
22303,-44
22307,208
22343,186
22349,1
22367,148
22369,-26
22381,-76
22391,-80
22397,-192
22409,234
22433,84
22441,-118
22447,155
22453,-182
22469,45
22481,-292
22483,-250
22501,-220
22511,-100
22531,225
22541,-237
22543,-52
22549,-235
22567,124
22571,-93
22573,-284
22613,-107
22619,118
22621,-226
22637,21
22639,-85
22643,21
22651,200
22669,-182
22679,44
22691,55
22697,99
22699,133
22709,65
22717,110
22721,-250
22727,260
22739,-147
22741,-138
22751,-202
22769,288
22777,-1
22783,22
22787,-93
22807,118
22811,214
22817,-139
22853,-136
22859,-176
22861,-86
22871,-228
22877,-41
22901,-90
22907,168
22921,-98
22937,13
22943,69
22961,-98
22963,-80
22973,19
22993,-100
23003,-66
23011,-184
23017,86
23021,-85
23027,77
23029,-108
23039,-24
23041,223
23053,-135
23057,-165
23059,247
23063,-72
23071,19
23081,-18
23087,-4
23099,74
23117,-40
23131,266
23143,244
23159,220
23167,-100
23173,64
23189,-30
23197,17
23201,-163
23203,280
23209,-176
23227,8
23251,-40
23269,248
23279,-192
23291,92
