prime,trace
5807,-102
5813,-66
5821,110
5827,21
5839,-20
5843,14
5849,-15
5851,124
5857,42
5861,47
5867,-68
5869,-95
5879,131
5881,-44
5897,57
5903,18
5923,-14
5927,105
5939,-4
5953,22
5981,60
5987,-120
6007,40
6011,-30
6029,-57
6037,-132
6043,99
6047,-8
6053,-131
6067,-98
6073,118
6079,32
6089,121
6091,-88
6101,-50
6113,-136
6121,64
6131,116
6133,-41
6143,102
6151,138
6163,82
6173,-102
6197,78
6199,-118
6203,-44
6211,-72
6217,-152
6221,70
6229,24
6247,32
6257,-18
6263,38
6269,111
6271,-30
6277,58
6287,29
6299,44
6301,127
6311,103
6317,-102
6323,72
6329,-46
6337,-2
6343,-16
6353,-94
6359,-110
6361,67
6367,152
6373,83
6379,49
6389,66
6397,76
6421,-13
6427,-30
6449,-3
6451,35
6469,28
6473,18
6481,16
6491,52
6521,-42
6529,55
6547,-27
6551,-22
6553,106
6563,-79
6569,-132
6571,149
6577,110
6581,-60
6599,-138
6607,14
6619,4
6637,2
6653,86
6659,-54
6661,2
6673,97
6679,-56
6689,25
6691,-112
6701,-18
6703,32
6709,-98
6719,27
6733,121
6737,-34
6761,-51
6763,-45
6779,66
6781,-8
6791,48
6793,-34
6803,-148
6823,-106
6827,28
6829,-86
6833,96
6841,-75
6857,-66
6863,-120
6869,6
6871,-66
6883,-23
6899,0
6907,103
6911,60
6917,18
6947,-7
6949,-50
6959,-30
6961,58
6967,63
6971,-64
6977,134
6983,32
6991,-76
6997,-98
7001,-49
7013,46
7019,-99
7027,17
7039,-34
7043,-58
7057,-157
7069,85
7079,-120
7103,79
7109,21
7121,42
7127,-39
7129,118
7151,132
7159,-94
7177,163
7187,-84
7193,-5
7207,64
7211,20
7213,-144
7219,-124
7229,-100
7237,70
7243,-44
7247,-42
7253,57
7283,16
7297,71
7307,-89
7309,14
7321,25
7331,15
7333,-91
7349,-96
7351,-92
7369,132
7393,-21
7411,-56
7417,-70
7433,-36
7451,10
7457,-63
7459,-157
7477,-26
7481,-76
7487,151
7489,126
7499,126
7507,-41
7517,33
7523,166
7529,12
7537,58
7541,3
7547,22
7549,156
7559,-84
7561,-36
7573,114
7577,53
7583,-84
7589,-70
7591,-172
7603,-12
7607,77
7621,-63
7639,28
7643,-76
7649,-78
7669,-74
7673,-52
7681,10
7687,-2
7691,-160
7699,-87
7703,-58
7717,-175
7723,36
7727,-72
7741,87
7753,10
7757,6
7759,-31
7789,102
7793,-94
7817,74
7823,-114
7829,-2
7841,-78
7853,134
7867,-102
7873,75
7877,95
7879,4
7883,73
7901,42
7907,20
7919,128
7927,-16
7933,-97
7937,-144
7949,-26
7951,-148
7963,118
7993,-118
8009,30
8011,82
8017,-132
8039,-28
8053,109
8059,-40
8069,-153
8081,-124
8087,120
8089,-128
8093,-134
8101,-18
8111,-132
8117,47
8123,64
8147,-81
8161,178
8167,105
8171,150
8179,124
8191,118
8209,178
8219,-84
8221,-24
8231,-77
8233,-70
8237,-45
8243,-128
8263,-48
8269,-96
8273,142
8287,29
8291,-24
8293,-122
8297,15
8311,176
8317,23
8329,70
8353,-6
8363,-153
8369,46
8377,82
8387,-102
8389,80
8419,24
8423,-150
8429,-148
8431,-64
8443,-74
8447,30
8461,-92
8467,-60
8501,-60
8513,157
8521,-44
8527,63
8537,150
8539,133
8543,64
8563,31
8573,-163
8581,-22
8597,-102
8599,19
8609,72
8623,-128
8627,-144
8629,-99
8641,-148
8647,94
8663,-131
8669,33
8677,-71
8681,168
8689,-84
8693,2
8699,126
8707,28
8713,62
8719,-77
8731,116
8737,54
8741,-48
8747,162
8753,39
8761,95
8779,35
8783,-121
8803,53
8807,156
8819,72
8821,83
8831,-77
8837,162
8839,-109
8849,75
8861,118
8863,-50
8867,115
8887,65
8893,-32
8923,-150
8929,75
8933,22
8941,46
8951,24
8963,92
8969,150
8971,-132
8999,3
9001,34
9007,-27
9011,-60
9013,117
9029,52
9041,-5
9043,-68
9049,118
9059,-73
9067,60
9091,2
9103,64
9109,173
9127,-112
9133,152
9137,62
9151,40
9157,-145
9161,100
9173,-45
9181,-74
9187,71
9199,164
9203,-136
9209,-110
9221,-26
9227,-47
9239,156
9241,41
9257,131
9277,174
9281,70
9283,-8
9293,-52
9311,122
9319,-135
9323,36
9337,-98
9341,110
9343,-38
9349,-43
9371,-12
9377,-100
9391,-95
9397,142
9403,84
9413,174
9419,4
9421,166
9431,-33
9433,58
9437,-79
9439,-44
9461,102
9463,106
9467,-84
9473,122
9479,39
9491,59
9497,134
9511,-53
9521,130
9533,138
9539,79
9547,-128
9551,-52
9587,116
9601,-55
9613,-112
9619,46
9623,-136
9629,-9
9631,4
9643,-56
9649,10
9661,-130
9677,-22
9679,163
9689,-34
9697,34
9719,-57
9721,-104
9733,106
9739,-85
9743,48
9749,-48
9767,66
9769,-155
9781,64
9787,-190
9791,-28
9803,-126
9811,99
9817,-56
9829,20
9833,153
9839,-112
9851,24
9857,-150
9859,194
9871,-128
9883,-82
9887,-107
9901,55
9907,-98
9923,-128
9929,-167
9931,43
9941,-47
9949,130
9967,-163
9973,13
10007,-9
10009,-6
10037,-18
10039,-19
10061,92
10067,-22
10069,91
10079,148
10091,-87
10093,70
10099,125
10103,-72
10111,-78
10133,-90
10139,164
10141,48
10151,-15
10159,-80
10163,7
10169,-12
10177,50
10181,-102
10193,66
10211,-156
10223,-134
10243,-32
10247,140
10253,-96
10259,-82
10267,-20
10271,-12
10273,92
10289,190
10301,93
10303,-8
10313,-6
10321,-136
10331,135
10333,-175
10337,-117
10343,-9
10357,26
10369,134
10391,59
10399,30
10427,178
10429,-86
10433,-54
10453,147
10457,112
10459,128
10463,-76
10477,158
10487,78
10499,-21
10501,-117
10513,-29
10529,-88
10531,103
10559,40
10567,68
10589,121
10597,70
10601,144
10607,-81
10613,30
10627,107
10631,83
10639,54
10651,-37
10657,-46
10663,-176
10667,75
10687,-65
10691,108
10709,-85
10711,-75
10723,126
10729,-142
10733,111
10739,12
10753,11
10771,-108
10781,-162
10789,-118
10799,24
10831,62
10837,69
10847,-184
10853,-13
10859,-28
10861,66
10867,-5
10883,35
10889,-42
10891,-173
10903,125
10909,16
10937,98
10939,-97
10949,-90
10957,-207
10973,114
10979,-102
10987,36
10993,59
11003,37
11027,207
11047,-103
11057,84
11059,-128
11069,160
11071,8
11083,106
11087,164
11093,84
11113,-43
11117,57
11119,158
11131,158
11149,56
11159,-51
11161,191
11171,-191
11173,174
11177,-171
11197,18
11213,53
11239,8
11243,191
11251,178
11257,-118
11261,-90
11273,-96
11279,-120
11287,72
11299,-5
11311,80
11317,-20
11321,-3
11329,-179
11351,81
11353,116
11369,46
11383,-14
11393,-19
11399,37
11411,-97
11423,-49
11437,-110
11443,61
11447,138
11467,-76
11471,-40
11483,196
11489,96
11491,-96
11497,88
11503,25
11519,-121
11527,177
11549,49
11551,-112
11579,-95
11587,2
11593,-26
11597,129
11617,-46
11621,27
11633,194
11657,-138
11677,34
11681,56
11689,82
11699,-92
11701,127
11717,-30
11719,-21
11731,-56
11743,-94
11777,-138
11779,68
11783,179
11789,-4
11801,43
11807,-62
11813,-182
11821,-150
11827,-47
11831,-67
11833,-101
11839,17
11863,-64
11867,-45
11887,-108
11897,116
11903,126
11909,-49
11923,32
11927,60
11933,-175
11939,64
11941,83
11953,180
11959,-80
11969,74
11971,72
11981,-198
11987,-66
12007,-98
12011,197
12037,-142
12041,-175
12043,-105
12049,146
12071,-107
12073,-34
12097,163
12101,-200
12107,46
12109,-6
12113,-202
12119,-108
12143,13
12149,134
12157,53
12161,-82
12163,-8
12197,120
12203,204
12211,10
12227,48
12239,-209
12241,-11
12251,21
12253,144
12263,34
12269,28
12277,-2
12281,88
12289,-70
12301,-203
12323,-179
12329,-12
12343,68
12347,132
12373,110
12377,138
12379,-57
12391,167
12401,-63
12409,-158
12413,220
12421,-148
12433,110
12437,-81
12451,23
12457,-70
12473,35
12479,-102
12487,-134
12491,46
12497,72
12503,-78
12511,200
12517,13
12527,160
12539,-88
12541,-35
12547,-52
12553,-217
12569,150
12577,70
12583,200
12589,137
12601,156
12611,-38
12613,-96
12619,6
12637,37
12641,2
12647,-213
12653,-54
12659,12
12671,80
12689,-86
12697,-82
12703,76
12713,141
12721,-86
12739,68
12743,-144
12757,-179
12763,-96
12781,190
12791,-104
12799,-214
12809,-38
12821,150
12823,-43
12829,77
12841,73
12853,96
12889,-130
12893,94
12899,48
12907,2
12911,-183
12917,85
12919,-28
12923,78
12941,8
12953,74
12959,102
12967,-112
12973,136
12979,119
12983,48
13001,-25
13003,17
13007,198
13009,12
13033,87
13037,-7
13043,13
13049,128
13063,-31
13093,-18
13099,67
13103,-135
13109,85
13121,-171
13127,197
13147,165
13151,102
13159,-29
13163,-56
13171,-142
13177,111
13183,144
13187,86
13217,198
13219,-55
13229,-92
13241,-42
13249,182
13259,-111
13267,52
13291,-170
13297,-86
13309,122
13313,-30
13327,-198
13331,-117
13337,0
13339,-13
13367,-58
13381,115
13397,52
13399,64
13411,33
13417,209
13421,183
13441,127
13451,212
13457,-206
13463,-76
13469,6
13477,150
13487,-120
13499,-200
13513,64
13523,141
13537,-52
13553,70
13567,159
13577,135
13591,-20
13597,91
13613,-39
13619,-123
13627,88
13633,46
13649,98
13669,-154
13679,-68
13681,158
13687,-2
13691,79
13693,64
13697,110
13709,120
13711,104
13721,-38
13723,-163
13729,-129
13751,-2
13757,148
13759,-98
13763,-154
13781,-10
13789,18
13799,-96
13807,92
13829,231
13831,-104
13841,186
13859,111
13873,192
13877,-137
13879,22
13883,-74
13901,150
13903,204
13907,-70
13913,-71
13921,-155
13931,182
13933,-90
13963,-218
13967,200
13997,15
13999,188
14009,174
14011,-202
14029,54
14033,82
14051,140
14057,-157
14071,-58
14081,189
14083,-46
14087,-66
14107,200
14143,20
14149,-57
14153,-54
14159,-126
14173,14
14177,-24
14197,6
14207,-87
14221,-42
14243,-180
14249,150
14251,-72
14281,-38
14293,-131
14303,81
14321,-12
14323,-110
14327,16
14341,194
14347,-73
14369,174
14387,-193
14389,-150
14401,134
14407,-104
14411,28
14419,134
14423,129
14431,132
14437,-189
14447,31
14449,-80
14461,-92
14479,25
14489,-150
14503,-39
14519,222
14533,-228
14537,80
14543,-140
14549,-26
14551,100
14557,59
14561,170
14563,-166
14591,-96
14593,2
14621,153
14627,173
14629,-170
14633,68
14639,-32
14653,-82
14657,-21
14669,94
14683,52
14699,-196
14713,26
14717,-62
14723,172
14731,132
14737,57
14741,87
14747,77
14753,-36
14759,4
14767,-42
14771,156
14779,52
14783,-177
14797,-57
14813,67
14821,118
14827,74
14831,-41
14843,93
14851,180
14867,-180
14869,52
14879,144
14887,-137
14891,-55
14897,-31
14923,52
14929,92
14939,-80
14947,183
14951,157
14957,-170
14969,92
14983,83
15013,-154
15017,-38
15031,-60
15053,196
15061,40
15073,-176
15077,-41
15083,110
15091,2
15101,102
15107,156
15121,44
15131,84
15137,-44
15139,50
15149,198
15161,-205
15173,-99
15187,-36
15193,-184
15199,20
15217,178
15227,-93
15233,-160
15241,-118
15259,-75
15263,-14
15269,-24
15271,-73
15277,-7
15287,180
15289,166
15299,-186
15307,-159
15313,-46
15319,144
15329,-136
15331,16
15349,196
15359,-152
15361,-146
15373,-42
15377,17
15383,-156
15391,-205
15401,84
15413,-30
15427,-17
15439,-190
15443,-159
15451,-188
15461,-28
15467,-87
15473,-24
15493,118
15497,206
15511,203
15527,165
15541,46
15551,158
15559,-120
15569,186
15581,170
15583,-219
15601,166
15607,-52
15619,-155
15629,22
15641,94
15643,-140
15647,227
15649,-46
15661,124
15667,165
15671,-28
15679,160
15683,-47
15727,-112
15731,-110
15733,127
15737,44
15739,-115
15749,162
15761,-141
15767,-137
15773,-98
15787,-82
15791,130
15797,-214
15803,1
15809,154
15817,80
15823,36
15859,-94
15877,203
15881,-5
15887,-184
15889,140
15901,-72
15907,69
15913,22
15919,-188
15923,-180
15937,92
15959,204
15971,-4
15973,-96
15991,137
16001,198
16007,154
16033,139
16057,182
16061,114
16063,116
16067,0
16069,-100
16073,32
16087,116
16091,195
16097,177
16103,116
16111,16
16127,-48
16139,176
16141,-194
16183,103
16187,163
16189,53
16193,240
16217,28
16223,152
16229,250
16231,-37
16249,-119
16253,-43
16267,-30
16273,198
16301,38
16319,-24
16333,-199
16339,-60
16349,56
16361,-74
16363,-187
16369,193
16381,-85
16411,-62
16417,128
16421,40
16427,84
16433,34
16447,-93
16451,-124
16453,179
16477,152
16481,-60
16487,101
16493,114
16519,-105
16529,-169
16547,171
16553,191
16561,-95
16567,-80
16573,-198
16603,151
16607,219
16619,51
16631,-112
16633,-177
16649,-198
16651,-166
16657,-38
16661,35
16673,198
16691,144
16693,190
16699,-52
16703,0
16729,-110
16741,123
16747,179
16759,61
16763,5
16787,-117
16811,-30
16823,242
16829,-45
16831,193
16843,-68
16871,-6
16879,-104
16883,68
16889,-135
16901,130
16903,16
16921,-233
16927,-98
16931,2
16937,152
16943,11
16963,206
16979,-80
16981,9
16987,106
16993,-38
17011,132
17021,3
17027,60
17029,154
17033,-158
17041,97
17047,60
17053,17
17077,-151
17093,-72
17099,15
17107,74
17117,-94
17123,100
17137,134
17159,-78
17167,96
17183,216
17189,191
17191,-211
17203,31
17207,-127
17209,200
17231,-6
17239,120
17257,-149
17291,12
17293,-46
17299,176
17317,-9
17321,-72
17327,32
17333,164
17341,-221
17351,183
17359,160
17377,94
17383,138
17387,-56
17389,34
17393,109
17401,114
17417,227
17419,92
17431,69
17443,207
17449,-58
17467,57
17471,146
17477,178
17483,36
17489,-180
17491,-112
17497,173
17509,86
17519,-80
17539,94
17551,-113
17569,-183
17573,-48
17579,154
17581,126
17597,-216
17599,-58
17609,-34
17623,206
17627,-96
17657,-162
17659,190
17669,62
17681,210
17683,72
17707,-156
17713,-64
17729,-76
17737,-68
17747,-45
17749,-189
17761,161
17783,-226
17789,122
17791,-112
17807,28
17827,38
17837,-149
17839,181
17851,68
17863,208
17881,-74
17891,112
17903,32
17909,-19
17911,-238
17921,-78
17923,192
17929,-258
17939,120
17957,-117
17959,-30
17971,130
17977,176
17981,28
17987,-86
17989,191
18013,130
18041,-90
18043,12
18047,-36
18049,48
18059,68
18061,66
18077,126
18089,-174
18097,-101
18119,50
18121,-127
18127,236
18131,-28
18133,-128
18143,32
18149,-134
18169,-15
18181,176
18191,141
18199,-36
18211,88
18217,-106
18223,56
18229,-134
18233,-86
18251,136
18253,-142
18257,-31
18269,55
18287,138
18289,74
18301,-154
18307,255
18311,-116
18313,-98
18329,-189
18341,-130
18353,-130
18367,-173
18371,-60
18379,112
18397,-62
18401,150
18413,-208
18427,40
18433,74
18439,-193
18443,-49
18451,-173
18457,-74
18461,-68
18481,110
18493,-104
18503,-88
18517,187
18521,150
18523,49
18539,-78
18541,28
18553,-165
18583,-142
18587,127
18593,152
18617,54
18637,-58
18661,-83
18671,24
18679,-129
18691,10
18701,89
18713,38
18719,52
18731,-72
18743,-145
18749,186
18757,160
18773,204
18787,-196
18793,-74
18797,-82
18803,-153
18839,196
18859,106
18869,-185
18899,-65
18911,-216
18913,-118
18917,-36
18919,182
18947,-120
18959,269
18973,-202
18979,44
19001,-79
19009,-184
19013,-177
19031,262
19037,235
19051,-205
19069,-239
19073,29
19079,-60
19081,-35
19087,-64
19121,1
19139,-114
19141,95
19157,127
19163,-184
19181,-216
19183,-214
19207,-62
19211,80
19213,-111
19219,-172
19231,188
19237,170
19249,109
19259,-156
19267,-11
19273,134
19289,-131
19301,38
19309,-72
19319,0
19333,-84
19373,228
19379,-260
19381,25
19387,141
19391,-45
19403,-24
19417,-164
19421,-175
19423,70
19427,-179
19429,-127
19433,244
19441,-34
19447,-78
19457,179
19463,-78
19469,162
19471,-148
19477,-77
19483,124
19489,-20
19501,65
19507,247
19531,-212
19541,144
19543,-79
19553,-154
19559,-161
19571,21
19577,-65
19583,-114
19597,41
19603,94
19609,105
19661,-159
19681,82
19687,54
19697,-150
19699,190
19709,-106
19717,224
19727,-82
19739,-240
19751,-141
19753,-6
19759,204
19763,-94
19777,-158
19793,-18
19801,-235
19813,-213
19819,13
19841,9
19843,-172
19853,1
19861,28
19867,-220
19889,235
19891,-50
19913,240
19919,-23
19927,-191
19937,57
19949,-95
19961,38
19963,199
19973,275
19979,76
19991,40
19993,-56
19997,-92
20011,84
20021,166
20023,166
20029,80
20047,-238
20051,126
20063,-126
20071,-151
20089,-236
20101,20
20107,100
20113,-179
20117,136
20123,-131
20129,-162
20143,-229
20147,252
20149,258
20161,-90
20173,-98
20177,-187
20183,-210
20201,-239
20219,49
20231,-36
20233,39
20249,-221
20261,273
20269,112
20287,-152
20297,166
20323,154
20327,72
20333,115
20341,-154
20347,6
20353,-224
20357,201
20359,-160
20369,270
20389,25
20393,271
20399,8
20407,-58
20411,252
20431,182
20441,50
20443,-204
20477,55
20479,269
20483,48
20507,92
20509,-178
20521,-125
20533,22
20543,124
20549,-202
20551,-192
20563,-260
20593,112
20599,93
20611,-44
20627,263
20639,-134
20641,32
20663,174
20681,50
20693,-31
20707,19
20717,-18
20719,91
20731,80
20743,81
20747,136
20749,-95
20753,-174
20759,192
20771,56
20773,51
20789,86
20807,-48
20809,-122
20849,-132
20857,106
20873,-60
20879,-21
20887,-16
20897,150
20899,100
20903,16
20921,-168
20929,254
20939,-123
20947,-217
20959,-118
20963,28
20981,-20
20983,-104
21001,12
21011,-18
21013,-236
21017,12
21019,-205
21023,-166
21031,-95
21059,-16
21061,36
21067,-153
21089,-18
21101,-80
21107,-42
21121,-52
21139,116
21143,19
21149,215
21157,-179
21163,-76
21169,-234
21179,141
21187,157
21191,176
21193,-10
21211,-66
21221,-142
21227,-155
21247,140
21269,103
21277,-8
21283,-116
21313,1
21317,274
21319,178
21323,159
21341,18
21347,-163
21377,133
21379,-98
21383,-62
21391,99
21397,-137
21401,140
21407,42
21419,-189
21433,-184
21467,-165
21481,-169
21487,-40
21491,-177
21493,-88
21499,10
21503,148
21517,45
21521,87
21523,18
21529,-221
21557,-162
21559,126
21563,143
21569,-140
21577,-250
21587,-96
21589,-71
21599,24
21601,140
21611,226
21613,146
21617,-85
21647,10
21649,-44
21661,-109
21673,1
21683,-171
21701,-173
21713,-27
21727,136
21737,26
21739,25
21751,-75
21757,-152
21767,216
21773,6
21787,1
21799,-171
21803,-240
21817,-58
21821,28
21839,-72
21841,258
21851,-75
21859,178
21863,-249
21871,119
21881,-10
21893,19
21911,16
21929,-154
21937,257
21943,-156
21961,218
21977,-102
21991,-60
21997,247
22003,122
22013,-226
22027,-58
22031,138
22037,50
22039,106
22051,226
22063,229
22067,154
22073,-94
22079,-135
22091,-134
22093,-219
22109,-224
22111,-104
22123,-24
22129,-40
22133,82
22147,-62
22153,-55
22157,-222
22159,64
22171,-180
22189,58
22193,-50
22229,82
22247,24
22259,72
22271,240
22273,126
22277,-164
22279,4
22283,-33
22291,-222
22303,194
22307,-78
22343,6
22349,-182
22367,252
22369,216
22381,-128
22391,-85
22397,-8
22409,6
22433,-203
22441,-205
22447,48
22453,-16
22469,99
22481,-150
22483,184
22501,37
22511,-95
22531,-252
22541,138
22543,213
22549,-230
22567,-130
22571,16
22573,112
22613,246
22619,-126
22621,158
22637,-156
22639,112
22643,-34
22651,250
22669,-201
22679,-196
22691,-292
22697,-176
22699,180
22709,-210
22717,142
22721,135
22727,-28
22739,178
22741,-158
22751,-69
22769,126
22777,-291
22783,-92
22787,145
22807,118
22811,36
22817,148
22853,-62
22859,-240
22861,-137
22871,188
22877,84
22901,-280
22907,78
22921,109
22937,-116
22943,-198
22961,-90
22963,-152
22973,-150
22993,148
23003,267
23011,188
23017,274
23021,294
23027,36
23029,-16
23039,98
23041,150
23053,278
23057,-204
23059,-12
23063,64
23071,73
23081,70
23087,234
23099,-14
23117,-83
23131,147
23143,-136
